budget,gross,rating,runtime,norm_score,director_Adam McKay,director_Christopher Nolan,director_Darren Aronofsky,director_Dean Fleischer Camp,director_Martin McDonagh,director_Wes Anderson,genre_Animation,genre_Biography,genre_Comedy,genre_Drama,star_Benicio Del Toro,star_Brendan Fraser,star_Cillian Murphy,star_Colin Farrell,star_Jenny Slate,star_Leonardo DiCaprio,writer_Adam McKay,writer_Christopher Nolan,writer_Dean Fleischer Camp,writer_Martin McDonagh,writer_Samuel D. Hunter,writer_Wes Anderson,season_Autumn,season_Summer,season_Winter
-0.7791937725650049,-0.3786340607166089,1,-0.25595241842597416,7.6503792949576095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.0542031646406997,-0.5184392367246179,0,-1.1983226862670615,7.636091954022989,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5041842154835758,-0.395013301496804,1,-0.36066022596387276,7.653080168776372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.36667943694286126,-0.40354936766745164,1,-0.6049784435523028,7.52301474084641,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.695892241167857,2.231902290663096,1,1.9429115398698962,8.0085705540251,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0083683484642842,-0.5362663240576139,1,0.477002234339316,7.412276064610866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
